codigo_ocorrencia2;aeronave_matricula;aeronave_tipo_equipamento;aeronave_fabricante;aeronave_modelo;aeronave_tipo_icao;aeronave_motor_tipo;anv_motor_qtd;anv_motor_descricao_qtd;aeronave_pmd;aeronave_assentos;aeronave_ano_fabricacao;aeronave_pais_fabricante;aeronave_pais_registro;aeronave_voo_origem;aeronave_voo_destino;aeronave_fase_operacao;aeronave_tipo_operacao;aeronave_nivel_dano;aeronave_fatalidades_total
45918;PUTUK;ULTRALEVE;ANDERSON BRITO SPINELLI;PARADISE P-1;ULAC;PISTÃO;1;MONOMOTOR;750;2;2011;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;ESTACIONAMENTO;EXPERIMENTAL;LEVE;0
45917;PPPTT;AVIÃO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOÉLICE;2;BIMOTOR;22500;73;2010;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;REGULAR;LEVE;0
45916;PRGTU;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;2;BIMOTOR;70533;197;2007;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;REGULAR;NENHUM;0
45915;PRBAK;AVIÃO;HAWKER BEECHCRAFT;B200GT;BE20;TURBOÉLICE;2;BIMOTOR;5670;11;2009;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;TÁXI AÉREO;NENHUM;0
45914;PROMV;HELICÓPTERO;EUROCOPTER FRANCE;EC 225 LP;EC25;TURBOEIXO;2;BIMOTOR;11000;21;2012;BRASIL;BRASIL;CABO FRIO;MACAÉ/RIO DE JANEIRO - JOAQUIM DE AZEVEDO MANCEBO;TÁXI;TÁXI AÉREO;SUBSTANCIAL;0
45913;PTRZQ;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-712;P28A;PISTÃO;1;MONOMOTOR;1157;4;0;BRASIL;BRASIL;CORONEL ALEXANDRE RAPOSO;CORONEL ALEXANDRE RAPOSO;SUBIDA;PRIVADA;SUBSTANCIAL;0
45912;PTOND;AVIÃO;CESSNA AIRCRAFT;U206G;C206;PISTÃO;1;MONOMOTOR;1633;6;1982;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;TÁXI AÉREO;SUBSTANCIAL;0
45904;PPMRV;AVIÃO;EMBRAER;EMB-500;E50P;JATO;2;BIMOTOR;4750;7;2009;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;LEVE;0
45903;PRRST;AVIÃO;CESSNA AIRCRAFT;150L;C150;PISTÃO;1;MONOMOTOR;726;2;1972;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CIRCUITO DE TRÁFEGO;INSTRUÇÃO;NENHUM;0
45903;PTRBN;AVIÃO;EMBRAER;EMB-810C;PA34;PISTÃO;2;BIMOTOR;2073;6;1980;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMAÇÃO FINAL;TÁXI AÉREO;NENHUM;0
45902;PTJEO;AVIÃO;PIPER AIRCRAFT;PA-28-140;P28A;PISTÃO;1;MONOMOTOR;975;4;1974;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;ARREMETIDA NO AR;INSTRUÇÃO;SUBSTANCIAL;0
45901;PTISU;AVIÃO;PIPER AIRCRAFT;PA-28R-200;P28R;PISTÃO;1;MONOMOTOR;1179;4;1973;BRASIL;BRASIL;FAZENDA SANTO AMBRÓSIO;BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA;POUSO;TÁXI AÉREO;SUBSTANCIAL;0
45900;PTKRF;AVIÃO;PIPER AIRCRAFT;PA-28R-200;P28R;PISTÃO;1;MONOMOTOR;1200;4;1975;BRASIL;BRASIL;CAMPO DE MARTE - SP;CAMPO DE MARTE - SP;VOO A BAIXA ALTURA;INSTRUÇÃO;DESTRUÍDA;1
45899;PPRSI;AVIÃO;PIPER AIRCRAFT;J3C-65;J3;PISTÃO;1;MONOMOTOR;553;2;1945;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;INSTRUÇÃO;SUBSTANCIAL;0
45898;PREJR;AVIÃO;CESSNA AIRCRAFT;152;C152;PISTÃO;1;MONOMOTOR;757;2;1983;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;INSTRUÇÃO;NENHUM;0
45897;PREJX;AVIÃO;CESSNA AIRCRAFT;152;C152;PISTÃO;1;MONOMOTOR;757;2;1979;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;INSTRUÇÃO;NENHUM;0
45895;PRMAX;AVIÃO;AIRBUS INDUSTRIE;A320-232;A320;JATO;2;BIMOTOR;77000;184;2005;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;REGULAR;***;0
45894;PTLEZ;AVIÃO;CESSNA AIRCRAFT;U206G;C206;PISTÃO;1;MONOMOTOR;1633;6;1977;BRASIL;BRASIL;ALBERTO ALCOLUMBRE;FORA DE AERODROMO;APROXIMAÇÃO FINAL;TÁXI AÉREO;SUBSTANCIAL;0
45892;PTMTQ;AVIÃO;BOEING COMPANY;727-243;B722;JATO;3;TRIMOTOR;88360;5;1980;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;REGULAR;LEVE;0
45891;PTVLU;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PA34;PISTÃO;2;BIMOTOR;2155;6;1990;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;SUBSTANCIAL;0
45890;PRRLZ;AVIÃO;CESSNA AIRCRAFT;172S;C172;PISTÃO;1;MONOMOTOR;1157;4;2005;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;INSTRUÇÃO;SUBSTANCIAL;0
45889;PPXHQ;AVIÃO;***;EMB-202 IPANEMA;ZZZZ;PISTÃO;1;MONOMOTOR;1800;1;1998;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;EXPERIMENTAL;LEVE;0
45887;PREPJ;AVIÃO;CESSNA AIRCRAFT;172S;C172;PISTÃO;1;MONOMOTOR;1157;4;2006;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;INSTRUÇÃO;NENHUM;0
45867;PPJFR;HELICÓPTERO;BELL HELICOPTER;206L-4;B06;TURBOEIXO;1;MONOMOTOR;2018;7;2009;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;LEVE;0
45866;PPGRZ;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;1;MONOMOTOR;770;2;1993;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;ARREMETIDA NO AR;INSTRUÇÃO;SUBSTANCIAL;0
45865;PTTRW;AVIÃO;EMBRAER;EMB-505;E55P;JATO;2;BIMOTOR;8150;0;2012;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;PRIVADA;LEVE;0
45864;PRSEE;HELICÓPTERO;SIKORSKY AIRCRAFT;S-76C;S76;TURBOEIXO;2;BIMOTOR;5307;14;2003;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;TÁXI AÉREO;NENHUM;0
45862;PRATR;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;AT72;TURBOÉLICE;2;BIMOTOR;23000;75;2011;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
45861;PRMYP;AVIÃO;AIRBUS;A320-214;A320;JATO;2;BIMOTOR;77000;184;2012;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;REGULAR;LEVE;0
45860;PPPJI;AVIÃO;EMBRAER;ERJ 170-200 LR;E170;JATO;2;BIMOTOR;38790;92;2006;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;REGULAR;LEVE;0
45859;PTGMA;AVIÃO;CESSNA AIRCRAFT;310R;C310;PISTÃO;2;BIMOTOR;2495;6;1977;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;SUBSTANCIAL;0
45857;PTYLN;HELICÓPTERO;ROBINSON HELICOPTER;R22 BETA;R22;PISTÃO;1;MONOMOTOR;621;2;1995;BRASIL;BRASIL;CAMPO DE MARTE - SP;CAMPO DE MARTE - SP;MANOBRA;INSTRUÇÃO;SUBSTANCIAL;0
45856;PTWKY;AVIÃO;BEECH AIRCRAFT;95-A55;BE55;PISTÃO;2;BIMOTOR;2213;6;1962;BRASIL;BRASIL;ATLAS BRASIL CANTANHEDE;FLORES;CRUZEIRO;PRIVADA;SUBSTANCIAL;0
45854;PRJMS;AVIÃO;AEROMOT;AMT-600;GURI;PISTÃO;1;MONOMOTOR;900;2;2005;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;INSTRUÇÃO;LEVE;0
45853;PRHLS;HELICÓPTERO;MD HELICOPTERS;600N;MD60;TURBOEIXO;1;MONOMOTOR;1860;8;2007;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMAÇÃO FINAL;TÁXI AÉREO;NENHUM;0
45850;PUCEM;ULTRALEVE;MARCOS AURELIO DA SILVA;PARADISE P-1;ULAC;PISTÃO;1;MONOMOTOR;750;2;2011;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;EXPERIMENTAL;NENHUM;0
45849;PPGLS;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;1;MONOMOTOR;770;3;1992;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;INSTRUÇÃO;***;0
45845;PRGOD;AVIÃO;BOEING COMPANY;737-75B;B737;JATO;2;BIMOTOR;68038;154;1998;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;REGULAR;NENHUM;0
45844;PTMZT;AVIÃO;AIRBUS;A320-232;A320;JATO;2;BIMOTOR;77000;184;2001;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;REGULAR;NENHUM;0
45843;PTMZN;AVIÃO;AIRBUS INDUSTRIE;A320-231;A320;JATO;2;BIMOTOR;77000;183;1993;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
45842;PRVCI;AVIÃO;CESSNA AIRCRAFT;208B;C208;TURBOÉLICE;1;MONOMOTOR;3969;2;2008;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;ESTACIONAMENTO;TÁXI AÉREO;LEVE;0
45841;PTRBQ;AVIÃO;EMBRAER;EMB-810C;PA34;PISTÃO;2;BIMOTOR;2073;7;1980;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;TÁXI AÉREO;NENHUM;0
45835;PPFKV;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;1;MONOMOTOR;770;2;1990;BRASIL;BRASIL;BLUMENAU;BLUMENAU;POUSO;INSTRUÇÃO;SUBSTANCIAL;0
45834;PPFFY;AVIÃO;EMBRAER;EMB-810C;PA34;PISTÃO;2;BIMOTOR;2073;6;1976;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMAÇÃO FINAL;POLICIAL;NENHUM;0
45833;PRKNB;AVIÃO;CESSNA AIRCRAFT;152;C152;PISTÃO;1;MONOMOTOR;757;2;1977;BRASIL;BRASIL;MARICÁ;BARTOLOMEU LISANDRO;SUBIDA;INSTRUÇÃO;LEVE;0
45831;PPHCP;AVIÃO;CIA AERONAUTICA PAULISTA;CAP-4;PAUL;PISTÃO;1;MONOMOTOR;587;2;1947;BRASIL;BRASIL;SÍLVIO NAME JÚNIOR;FORA DE AERODROMO;ARREMETIDA NO SOLO;INSTRUÇÃO;SUBSTANCIAL;0
45830;PPFLS;AVIÃO;AERO BOERO;AB-180;AB18;PISTÃO;1;MONOMOTOR;844;3;1990;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;INSTRUÇÃO;LEVE;0
45829;PTGVI;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-201A;IPAN;PISTÃO;1;MONOMOTOR;1800;1;1980;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;VOO A BAIXA ALTURA;AGRÍCOLA;SUBSTANCIAL;0
45822;PTVCE;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-720D;PA32;PISTÃO;1;MONOMOTOR;1633;7;1986;BRASIL;BRASIL;GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA;POUSADA DO RIO ROOSEVELT;SUBIDA;TÁXI AÉREO;SUBSTANCIAL;0
45821;PTYSY;HELICÓPTERO;ROBINSON HELICOPTER;R44;R44;PISTÃO;1;MONOMOTOR;1088;4;1997;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;PRIVADA;SUBSTANCIAL;0
45820;PTNUH;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-712;P28A;PISTÃO;1;MONOMOTOR;1157;4;1979;BRASIL;BRASIL;SOROCABA;ITANHAÉM;DESCIDA;INSTRUÇÃO;SUBSTANCIAL;2
45819;PPCGO;HELICÓPTERO;AGUSTA;AW119MKII;A119;TURBOEIXO;1;MONOMOTOR;2850;8;2010;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;POLICIAL;DESTRUÍDA;8
45804;PRIOG;AVIÃO;BOEING;727-214F;B722;JATO;3;TRIMOTOR;88360;5;1979;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;REGULAR;NENHUM;0
45803;PRBIO;AVIÃO;RAYTHEON AIRCRAFT;C90GT;BE9L;TURBOÉLICE;2;BIMOTOR;4581;8;2006;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;TÁXI AÉREO;NENHUM;0
45802;PRSBM;AVIÃO;HAWKER BEECHCRAFT;C90GTI;BE9L;TURBOÉLICE;2;BIMOTOR;4581;8;2008;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;PRIVADA;LEVE;0
45801;PTMXB;AVIÃO;AIRBUS;A321-231;A321;JATO;2;BIMOTOR;89000;232;2007;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;REGULAR;LEVE;0
45800;PRAJR;AVIÃO;PIPER AIRCRAFT;PA-32R-301;P32R;PISTÃO;1;MONOMOTOR;1633;7;1993;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;LEVE;0
45799;PTRPT;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-712;P28A;PISTÃO;1;MONOMOTOR;1157;4;1983;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;INSTRUÇÃO;SUBSTANCIAL;0
45798;PPFLZ;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;1;MONOMOTOR;770;3;1990;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;INSTRUÇÃO;LEVE;0
45797;PPGQY;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;1;MONOMOTOR;770;3;1993;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;INSTRUÇÃO;NENHUM;0
45796;PRTTB;AVIÃO;BOEING COMPANY;727-223;B722;JATO;3;TRIMOTOR;88451;5;1980;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
45795;PPGOB;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;1;MONOMOTOR;770;2;1993;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;INSTRUÇÃO;LEVE;0
45794;PRWJA;AVIÃO;BOEING COMPANY;737-322;B733;JATO;2;BIMOTOR;58967;156;1990;BRASIL;BRASIL;SALGADO FILHO;MINISTRO VICTOR KONDER;DESCIDA;REGULAR;NENHUM;0
45793;PTVAX;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PA34;PISTÃO;2;BIMOTOR;2155;6;1986;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;INSTRUÇÃO;LEVE;0
45792;PRAVC;AVIÃO;AIRBUS;A319-115;A319;JATO;2;BIMOTOR;75500;141;2010;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;REGULAR;LEVE;0
45791;PRCRA;AVIÃO;LET AIRCRAFT INDUSTRIES;L410UVP-E20;L410;TURBOÉLICE;2;BIMOTOR;6600;21;1990;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;REGULAR;NENHUM;0
45790;PTEQV;AVIÃO;EMBRAER;EMB-810C;PA34;PISTÃO;2;BIMOTOR;2073;6;1977;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;INSTRUÇÃO;LEVE;0
45789;PPJGE;HELICÓPTERO;AGUSTA;A119;A119;TURBOEIXO;1;MONOMOTOR;2720;8;2006;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;INDETERMINADA;PRIVADA;LEVE;0
45786;PPPTQ;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;AT72;TURBOÉLICE;2;BIMOTOR;22500;73;2009;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;REGULAR;NENHUM;0
45785;PRRUS;HELICÓPTERO;MIL HELICOPTER;MI-171A1;MI8;TURBOEIXO;2;BIMOTOR;13000;30;2011;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;TÁXI AÉREO;NENHUM;0
45784;PTLGW;AVIÃO;LEARJET;35A;LJ35;JATO;2;BIMOTOR;7711;10;1984;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;POLICIAL;LEVE;0
45783;PTNCD;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-710;P28B;PISTÃO;1;MONOMOTOR;1361;4;1975;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;TÁXI AÉREO;LEVE;0
45781;PPGEV;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;1;MONOMOTOR;770;3;1992;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;INSTRUÇÃO;LEVE;0
45780;N118AV;AVIÃO;LEARJET;LR45;***;JATO;2;BIMOTOR;0;0;0;ESTADOS UNIDOS;ESTADOS UNIDOS;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;***;LEVE;0
45779;PTHZG;HELICÓPTERO;HELIBRAS;AS 350 BA;AS50;TURBOEIXO;1;MONOMOTOR;2100;6;1995;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;POLICIAL;NENHUM;0
45778;PTLTH;AVIÃO;BEECH AIRCRAFT;58P;BE58;PISTÃO;2;BIMOTOR;2812;6;1984;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;LEVE;0
45777;PRAZD;AVIÃO;EMBRAER;ERJ 190-100 IGW;E190;JATO;2;BIMOTOR;51800;113;2009;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;REGULAR;NENHUM;0
45776;PTTTL;AVIÃO;AEROSPATIALE AND ALENIA;ATR-42-300;AT43;TURBOÉLICE;2;BIMOTOR;16900;52;1990;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;REGULAR;NENHUM;0
45775;PRDDB;AVIÃO;DIAMOND;DA20-C1;DV20;PISTÃO;1;MONOMOTOR;800;2;2009;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;INSTRUÇÃO;NENHUM;0
45774;PRGNC;AVIÃO;BEECH AIRCRAFT;G58;BE58;PISTÃO;2;BIMOTOR;2495;6;2008;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMAÇÃO FINAL;PRIVADA;NENHUM;0
45773;PRNHB;AVIÃO;LET AIRCRAFT INDUSTRIES;L410UVP-E20;L410;TURBOÉLICE;2;BIMOTOR;6600;21;2006;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;REGULAR;NENHUM;0
45769;PRTKH;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-42-500;AT45;TURBOÉLICE;2;BIMOTOR;18600;52;1999;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;REGULAR;NENHUM;0
45768;PRTKH;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-42-500;AT45;TURBOÉLICE;2;BIMOTOR;18600;52;1999;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;REGULAR;NENHUM;0
45760;PPPTL;AVIÃO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOÉLICE;2;BIMOTOR;22500;73;2008;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;REGULAR;NENHUM;0
45759;PRCRR;AVIÃO;CESSNA AIRCRAFT;T206H;C206;PISTÃO;1;MONOMOTOR;1633;6;2008;BRASIL;BRASIL;ALBERTO ALCOLUMBRE;MAESTRO WILSON FONSECA;INDETERMINADA;PRIVADA;DESTRUÍDA;2
45757;PPWCA;AVIÃO;BEECH AIRCRAFT;C90;BE9L;TURBOÉLICE;2;BIMOTOR;4377;8;2002;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;OUTRA FASE;PRIVADA;DESTRUÍDA;1
45756;PTEDC;AVIÃO;EMBRAER;EMB-820C NAVAJO;PA31;PISTÃO;2;BIMOTOR;3175;10;1976;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;TÁXI AÉREO;LEVE;0
45755;PRDIX;AVIÃO;PIPER AIRCRAFT;PA-34-220T;PA34;PISTÃO;2;BIMOTOR;2155;6;2000;BRASIL;BRASIL;GUARARAPES - GILBERTO FREYRE;CARUARU;POUSO;TÁXI AÉREO;SUBSTANCIAL;0
45754;PPFLH;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;1;MONOMOTOR;770;2;1990;BRASIL;BRASIL;AERÓDROMO NACIONAL DE AVIAÇÃO;FORA DE AERODROMO;CORRIDA APÓS POUSO;INSTRUÇÃO;SUBSTANCIAL;0
45753;PPGFC;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;1;MONOMOTOR;770;3;1992;BRASIL;BRASIL;FAZENDA SANTO ÂNGELO;POUSO ALEGRE;POUSO;INSTRUÇÃO;SUBSTANCIAL;0
45752;PPHPA;AVIÃO;NEIVA;56-C-1;PAUL;PISTÃO;1;MONOMOTOR;660;2;1963;BRASIL;BRASIL;ESTADUAL ARTHUR SIQUEIRA;FORA DE AERODROMO;POUSO;INSTRUÇÃO;LEVE;0
45751;PRBTW;AVIÃO;BEECH AIRCRAFT;C-45H;BE18;PISTÃO;2;BIMOTOR;3969;6;1953;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;PRIVADA;SUBSTANCIAL;0
45750;PPZFE;AVIÃO;NORTH AMERICAN;TROJAN T-28B;ZZZZ;PISTÃO;1;MONOMOTOR;3056;2;1955;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;EXPERIMENTAL;DESTRUÍDA;2
45749;PTLSL;AVIÃO;CESSNA AIRCRAFT;172RG;C72R;PISTÃO;1;MONOMOTOR;1202;4;1981;BRASIL;BRASIL;BACACHERI;BANESPA REPÚBLICA;POUSO;PRIVADA;SUBSTANCIAL;0
45748;PTRTH;AVIÃO;EMBRAER;EMB-810D;PA34;PISTÃO;2;BIMOTOR;2155;6;1983;BRASIL;BRASIL;PRESIDENTE CASTRO PINTO;PINTO MARTINS;POUSO;PRIVADA;SUBSTANCIAL;0
45747;PTDRR;AVIÃO;BEECH AIRCRAFT;V35B;BE35;PISTÃO;1;MONOMOTOR;1542;6;1971;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;LEVE;0
45746;PUAJO;ULTRALEVE;***;AA-155;ULAC;PISTÃO;1;MONOMOTOR;500;2;2008;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;EXPERIMENTAL;DESTRUÍDA;2
45734;PTNKJ;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-711C;P28R;PISTÃO;1;MONOMOTOR;1202;4;1977;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;PRIVADA;SUBSTANCIAL;0
45733;PUVJO;ULTRALEVE;***;CONQUEST 180;ULAC;PISTÃO;1;MONOMOTOR;650;2;2007;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;EXPERIMENTAL;SUBSTANCIAL;0
45732;PTGGE;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-201;IPAN;PISTÃO;1;MONOMOTOR;1800;1;1975;BRASIL;BRASIL;JPO;JPO;OUTRA FASE;AGRÍCOLA;SUBSTANCIAL;1
45731;PRLYD;AVIÃO;CESSNA AIRCRAFT;T210L;C210;PISTÃO;1;MONOMOTOR;1724;6;1975;BRASIL;BRASIL;BRIGADEIRO LYSIAS RODRIGUES;FORMOSA;SUBIDA;PRIVADA;SUBSTANCIAL;0
45730;PPGGC;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;1;MONOMOTOR;770;3;1992;BRASIL;BRASIL;MARICÁ;FORA DE AERODROMO;POUSO;INSTRUÇÃO;LEVE;0
45729;PTVAN;AVIÃO;EMBRAER;EMB-810D;PA34;PISTÃO;2;BIMOTOR;2155;7;1985;BRASIL;BRASIL;CAMPO GRANDE;FAZENDA DAMARO;CORRIDA APÓS POUSO;TÁXI AÉREO;SUBSTANCIAL;0
45728;PROPB;AVIÃO;BEECH AIRCRAFT;B200;BE20;TURBOÉLICE;2;BIMOTOR;5670;9;1987;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;PRIVADA;NENHUM;0
45727;PPJCA;AVIÃO;BEECH AIRCRAFT;F90;BE9T;TURBOÉLICE;2;BIMOTOR;4967;8;1981;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;PRIVADA;LEVE;0
45719;PTJEH;AVIÃO;PIPER AIRCRAFT;PA-31-350;PA31;PISTÃO;2;BIMOTOR;3175;8;1973;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;TÁXI AÉREO;NENHUM;0
