codigo_ocorrencia3;fator_nome;fator_aspecto;fator_condicionante;fator_area
41789;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41789;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41751;ESQUECIMENTO DO PILOTO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41750;ATENÇÃO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
41750;COMUNICAÇÃO;ASPECTO PSICOLÓGICO;PSICOSSOCIAL;FATOR HUMANO
41750;COORDENAÇÃO DE CABINE;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41750;FADIGA;ASPECTO MÉDICO;***;FATOR HUMANO
41750;INDÍCIOS DE ESTRESSE;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
41750;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41750;PERCEPÇÃO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
41750;PLANEJAMENTO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41750;PROCESSOS ORGANIZACIONAIS;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
41750;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41749;ATENÇÃO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
41749;ESTADO EMOCIONAL;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
41749;INSTRUÇÃO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41749;MOTIVAÇÃO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
41749;PERCEPÇÃO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
41749;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41749;POUCA EXPERIÊNCIA DO PILOTO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41689;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41689;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41689;PROJETO;ASPECTO DE PROJETO;***;FATOR MATERIAL
41578;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41578;ATENÇÃO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
41578;ATITUDE;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
41578;COORDENAÇÃO DE CABINE;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41578;ESQUECIMENTO DO PILOTO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41578;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41552;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41552;COORDENAÇÃO DE CABINE;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41552;INSTRUÇÃO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41552;OUTRO FATOR;OUTRO;***;OUTRO
41552;PLANEJAMENTO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41552;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41480;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41480;INSTRUÇÃO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41480;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41480;POUCA EXPERIÊNCIA DO PILOTO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41480;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41411;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41411;COORDENAÇÃO DE CABINE;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41411;INSTRUÇÃO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41411;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41411;POUCA EXPERIÊNCIA DO PILOTO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41411;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41374;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41374;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41374;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL
41374;OUTRO FATOR;OUTRO;***;OUTRO
41374;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41374;PROCESSO DECISÓRIO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
41374;RELAÇÕES INTERPESSOAIS;ASPECTO PSICOLÓGICO;PSICOSSOCIAL;FATOR HUMANO
41236;ATENÇÃO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
41236;ATITUDE;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
41236;CARACTERÍSTICAS DA TAREFA;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
41236;PERCEPÇÃO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
41236;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41236;USO DE MEDICAMENTO;ASPECTO MÉDICO;***;FATOR HUMANO
41179;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL
41179;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41155;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41155;COORDENAÇÃO DE CABINE;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41155;ESQUECIMENTO DO PILOTO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41155;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41155;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL
41155;OUTRO FATOR;OUTRO;***;OUTRO
41053;ATITUDE;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
41053;CAPACITAÇÃO E TREINAMENTO;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
41053;CONDIÇÕES FÍSICAS DO TRABALHO;ERGONOMIA;***;FATOR HUMANO
41053;COORDENAÇÃO DE CABINE;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41053;CULTURA ORGANIZACIONAL;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
41053;DINÂMICA DE EQUIPE;ASPECTO PSICOLÓGICO;PSICOSSOCIAL;FATOR HUMANO
41053;FADIGA;ASPECTO MÉDICO;***;FATOR HUMANO
41053;ILUSÕES VISUAIS;ASPECTO MÉDICO;***;FATOR HUMANO
41053;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41053;INFLUÊNCIA DO MEIO AMBIENTE;OUTRO;***;OUTRO
41053;INSTRUÇÃO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41053;MOTIVAÇÃO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
41053;ORGANIZAÇÃO DO TRABALHO;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
41053;OUTRO FATOR;OUTRO;***;OUTRO
41053;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41053;POUCA EXPERIÊNCIA DO PILOTO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
41053;PROCESSO DECISÓRIO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
41053;PROCESSOS ORGANIZACIONAIS;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
41053;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40855;ATITUDE;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
40855;CAPACITAÇÃO E TREINAMENTO;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
40855;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40855;INSTRUÇÃO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40855;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40855;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL
40855;OUTRO FATOR;OUTRO;***;OUTRO
40855;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40855;PROCESSO DECISÓRIO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
40855;PROCESSOS ORGANIZACIONAIS;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
40793;CULTURA ORGANIZACIONAL;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
40793;ESTADO EMOCIONAL;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
40793;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40793;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL
40793;PERCEPÇÃO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
40793;PROCESSO DECISÓRIO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
40793;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40732;ATITUDE;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
40732;COORDENAÇÃO DE CABINE;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40732;CULTURA DO GRUPO DE TRABALHO;ASPECTO PSICOLÓGICO;PSICOSSOCIAL;FATOR HUMANO
40732;CULTURA ORGANIZACIONAL;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
40732;DINÂMICA DE EQUIPE;ASPECTO PSICOLÓGICO;PSICOSSOCIAL;FATOR HUMANO
40732;ESQUECIMENTO DO PILOTO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40732;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL
40732;PERCEPÇÃO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
40732;PROCESSOS ORGANIZACIONAIS;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
40732;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40621;INFRAESTRUTURA AEROPORTUÁRIA;INFRAESTRUTURA AEROPORTUÁRIA;***;FATOR OPERACIONAL
40621;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL
40583;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL
40573;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL
40573;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40572;COMUNICAÇÃO;ASPECTO PSICOLÓGICO;PSICOSSOCIAL;FATOR HUMANO
40572;PERCEPÇÃO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
40572;POUCA EXPERIÊNCIA DO PILOTO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40572;PROCESSOS ORGANIZACIONAIS;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
40554;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40554;ATITUDE;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
40554;CAPACITAÇÃO E TREINAMENTO;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
40554;CULTURA DO GRUPO DE TRABALHO;ASPECTO PSICOLÓGICO;PSICOSSOCIAL;FATOR HUMANO
40554;CULTURA ORGANIZACIONAL;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
40554;ESTADO EMOCIONAL;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
40554;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40554;INSTRUÇÃO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40554;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40554;MOTIVAÇÃO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
40554;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40554;SISTEMAS DE APOIO;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
40554;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40369;COORDENAÇÃO DE CABINE;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40369;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40368;POUCA EXPERIÊNCIA DO PILOTO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40358;POUCA EXPERIÊNCIA DO PILOTO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40357;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40357;POUCA EXPERIÊNCIA DO PILOTO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40357;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40350;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40350;OUTRO FATOR;OUTRO;***;OUTRO
40350;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40328;INFRAESTRUTURA AEROPORTUÁRIA;INFRAESTRUTURA AEROPORTUÁRIA;***;FATOR OPERACIONAL
40328;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40328;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40328;PROCESSOS ORGANIZACIONAIS;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
40328;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40316;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL
40316;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40271;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40271;ATITUDE;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
40271;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40271;MOTIVAÇÃO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
40271;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40271;PROCESSO DECISÓRIO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
40271;PROCESSOS ORGANIZACIONAIS;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
40271;RELAÇÕES INTERPESSOAIS;ASPECTO PSICOLÓGICO;PSICOSSOCIAL;FATOR HUMANO
40271;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40269;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL
40269;PROCESSOS ORGANIZACIONAIS;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
40269;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40267;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL
40267;PROCESSOS ORGANIZACIONAIS;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
40267;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40264;ATITUDE;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
40264;CULTURA DO GRUPO DE TRABALHO;ASPECTO PSICOLÓGICO;PSICOSSOCIAL;FATOR HUMANO
40264;CULTURA ORGANIZACIONAL;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
40264;INFLUÊNCIA DO MEIO AMBIENTE;OUTRO;***;OUTRO
40264;PERCEPÇÃO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
40264;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40264;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40214;COORDENAÇÃO DE CABINE;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40214;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40214;INFLUÊNCIA DO MEIO AMBIENTE;OUTRO;***;OUTRO
40214;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40214;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL
40214;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40214;PLANEJAMENTO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40214;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40213;OUTRO FATOR;OUTRO;***;OUTRO
40171;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL
40171;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40150;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL
40150;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40149;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40149;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40148;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40148;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40148;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL
40148;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40148;POUCA EXPERIÊNCIA DO PILOTO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40147;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40147;CONDIÇÕES METEOROLÓGICAS ADVERSAS;ELEMENTOS RELACIONADOS AO AMBIENTE OPERACIONAL;***;FATOR OPERACIONAL
40147;INFRAESTRUTURA AEROPORTUÁRIA;INFRAESTRUTURA AEROPORTUÁRIA;***;FATOR OPERACIONAL
40147;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL
40147;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40107;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40107;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40107;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40088;CONDIÇÕES METEOROLÓGICAS ADVERSAS;ELEMENTOS RELACIONADOS AO AMBIENTE OPERACIONAL;***;FATOR OPERACIONAL
40088;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40088;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40088;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40087;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40087;INSTRUÇÃO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40087;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40074;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40074;CAPACITAÇÃO E TREINAMENTO;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
40074;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40074;PROCESSO DECISÓRIO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
40069;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40069;CAPACITAÇÃO E TREINAMENTO;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
40069;CULTURA ORGANIZACIONAL;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
40069;ESQUECIMENTO DO PILOTO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40069;INSTRUÇÃO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
40069;MEMÓRIA;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
40069;MOTIVAÇÃO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
40069;ORGANIZAÇÃO DO TRABALHO;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
