ocorrencia_classificacao;ocorrencia_cidade;ocorrencia_uf;ocorrencia_pais;ocorrencia_aerodromo;ocorrencia_dia;ocorrencia_hora;investigacao_aeronave_liberada;investigacao_status;divulgacao_relatorio_publicado;total_aeronaves_envolvidas;ocorrencia_saida_pista;aeronave_matricula;aeronave_tipo_equipamento;aeronave_fabricante;aeronave_modelo;aeronave_motor_tipo;anv_motor_qtd;anv_motor_descricao_qtd;aeronave_assentos;aeronave_ano_fabricacao;aeronave_pais_fabricante;aeronave_voo_origem;aeronave_voo_destino;aeronave_fase_operacao;aeronave_tipo_operacao;aeronave_nivel_dano;aeronave_fatalidades_total
INCIDENTE;BAYEUX;PB;BRASIL;SBJP;01/04/2024;03:00:00;SIM;FINALIZADA;NÃO;1;NÃO;PRSDH;AVIÃO;BOEING COMPANY;737-55D;JATO;2;BIMOTOR;60;1992;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;AFONSO PENA;POUSO;***;NENHUM;0
INCIDENTE;SÃO PAULO;SP;BRASIL;SBSP;03/04/2024;22:30:00;SIM;FINALIZADA;NÃO;1;NÃO;PRXMJ;AVIÃO;BOEING;737-8 MAX;JATO;2;BIMOTOR;186;2021;BRASIL;CAMPO NOSSA SENHORA DE FÁTIMA;CONGONHAS;ESTACIONAMENTO;REGULAR;LEVE;0
INCIDENTE;PORTO VELHO;RO;BRASIL;FAER;10/04/2024;06:30:00;SIM;FINALIZADA;NÃO;1;NÃO;PRAQM;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;TURBOÉLICE;2;BIMOTOR;75;2013;BRASIL;GUARARAPES - GILBERTO FREYRE;DIX-SEPT ROSADO;CRUZEIRO;REGULAR;NENHUM;0
INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBGL;03/04/2024;19:45:00;SIM;FINALIZADA;NÃO;1;NÃO;PSGPO;AVIÃO;BOEING COMPANY;B738;JATO;2;BIMOTOR;0;2023;BRASIL;SENADOR NILO COELHO;GOVERNADOR ANDRÉ FRANCO MONTORO;APROXIMAÇÃO FINAL;REGULAR;LEVE;0
INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;09/04/2024;07:45:00;SIM;FINALIZADA;NÃO;1;NÃO;PSGPC;AVIÃO;BOEING;737-8 MAX;JATO;2;BIMOTOR;186;2018;BRASIL;ANTONIO CARLOS JOBIM / GALEÃO;CONGONHAS;CRUZEIRO;REGULAR;NENHUM;0
INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBGL;05/04/2024;23:30:00;SIM;FINALIZADA;NÃO;1;NÃO;PRGXP;AVIÃO;BOEING;737-8EH;JATO;2;BIMOTOR;0;2014;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;SANTA GENOVEVA/GOIÂNIA;CRUZEIRO;REGULAR;NENHUM;0
INCIDENTE;CAMPINAS;SP;BRASIL;SDAM;01/04/2024;18:30:00;SIM;FINALIZADA;NÃO;1;NÃO;PRPJN;AVIÃO;EMBRAER;ERJ 190-400;JATO;2;BIMOTOR;143;2019;BRASIL;TANCREDO NEVES;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;NENHUM;0
INCIDENTE;SALVADOR;BA;BRASIL;SBSV;08/04/2024;14:00:00;SIM;FINALIZADA;NÃO;1;NÃO;PRTLA;AVIÃO;CESSNA AIRCRAFT;172N;PISTÃO;1;MONOMOTOR;5;NULL;BRASIL;JACAREPAGUÁ;JACAREPAGUÁ;TÁXI;***;NENHUM;0
INCIDENTE;CAMPINAS;SP;BRASIL;SBKP;08/04/2024;09:45:00;SIM;FINALIZADA;NÃO;1;NÃO;PSAEJ;AVIÃO;EMBRAER;ERJ 190-400;JATO;2;BIMOTOR;0;2022;BRASIL;CONGONHAS;TANCREDO NEVES;CRUZEIRO;REGULAR;NENHUM;0
INCIDENTE;RECIFE;PE;BRASIL;SBRF;08/04/2024;10:00:00;SIM;FINALIZADA;NÃO;1;NÃO;PRSLA;AVIÃO;BOEING COMPANY;737-86N;JATO;2;BIMOTOR;197;2000;BRASIL;DEPUTADO LUÍS EDUARDO MAGALHÃES;GOVERNADOR ANDRÉ FRANCO MONTORO;CRUZEIRO;***;NENHUM;0
INCIDENTE;RIO BRANCO;AC;BRASIL;SBRB;05/04/2024;08:30:00;SIM;FINALIZADA;NÃO;1;NÃO;PRMHK;AVIÃO;AIRBUS;A320-214;JATO;2;BIMOTOR;184;2007;BRASIL;DEPUTADO LUÍS EDUARDO MAGALHÃES;CONGONHAS;CRUZEIRO;REGULAR;NENHUM;0
INCIDENTE;RECIFE;PE;BRASIL;SBRF;01/04/2024;03:00:00;SIM;FINALIZADA;NÃO;1;NÃO;PRAXX;AVIÃO;EMBRAER;ERJ 190-200 IGW;JATO;2;BIMOTOR;125;2013;BRASIL;GUARARAPES - GILBERTO FREYRE;PINTO MARTINS;SUBIDA;REGULAR;NENHUM;0
INCIDENTE;BRASÍLIA;DF;BRASIL;FAER;09/04/2024;10:15:00;SIM;FINALIZADA;NÃO;1;NÃO;PRXMX;AVIÃO;BOEING COMPANY;737-8 MAX;JATO;2;BIMOTOR;196;0;BRASIL;PRESIDENTE JUSCELINO KUBITSCHEK;MARECHAL CUNHA MACHADO;DECOLAGEM;REGULAR;LEVE;0
INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;FAER;02/04/2024;01:30:00;SIM;FINALIZADA;NÃO;1;NÃO;PPWSA;AVIÃO;BOEING COMPANY;737-4Q8;JATO;2;BIMOTOR;5;1994;BRASIL;ANTONIO CARLOS JOBIM / GALEÃO;DEPUTADO LUÍS EDUARDO MAGALHÃES;POUSO;***;NENHUM;0
INCIDENTE;FOZ DO IGUAÇU;PR;BRASIL;FAER;05/04/2024;00:30:00;SIM;FINALIZADA;NÃO;1;NÃO;PSGRC;AVIÃO;BOEING;737-8 MAX;JATO;2;BIMOTOR;0;2023;BRASIL;ANTONIO CARLOS JOBIM / GALEÃO;CATARATAS;TÁXI;REGULAR;NENHUM;0
INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;06/04/2024;08:15:00;SIM;FINALIZADA;NÃO;1;NÃO;PRGXL;AVIÃO;BOEING;737-8EH;JATO;2;BIMOTOR;199;2013;BRASIL;ANTONIO CARLOS JOBIM / GALEÃO;ZUMBI DOS PALMARES;TÁXI;REGULAR;NENHUM;0
INCIDENTE;GUARULHOS;SP;BRASIL;FAER;06/04/2024;12:30:00;SIM;FINALIZADA;NÃO;1;NÃO;PRSDF;AVIÃO;BOEING COMPANY;737-3H6;JATO;2;BIMOTOR;8;0;BRASIL;EDUARDO GOMES;PRESIDENTE JUSCELINO KUBITSCHEK;CRUZEIRO;***;NENHUM;0
INCIDENTE;RECIFE;PE;BRASIL;SBCT;31/03/2024;18:15:00;SIM;FINALIZADA;NÃO;1;NÃO;PRSDF;AVIÃO;BOEING COMPANY;737-3H6;JATO;2;BIMOTOR;8;0;BRASIL;PRESIDENTE JUSCELINO KUBITSCHEK;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;***;NENHUM;0
INCIDENTE;TEFÉ;AM;BRASIL;SBTF;25/03/2024;22:01:00;SIM;FINALIZADA;NÃO;1;NÃO;PRSDL;AVIÃO;BOEING;737-3S3;JATO;2;BIMOTOR;6;1988;BRASIL;GUARARAPES - GILBERTO FREYRE;GOVERNADOR ANDRÉ FRANCO MONTORO;ESTACIONAMENTO;***;NENHUM;0
INCIDENTE;MANAUS;AM;BRASIL;SBEG;03/04/2024;13:00:00;SIM;FINALIZADA;NÃO;1;NÃO;PSRHK;AVIÃO;CIRRUS DESIGN;SR22T;PISTÃO;1;MONOMOTOR;NULL;2024;BRASIL;SANTOS DUMONT;CAMPO DE MARTE - SP;DECOLAGEM;PRIVADA;NENHUM;0
INCIDENTE;RECIFE;PE;BRASIL;SBRF;03/04/2024;17:25:00;SIM;FINALIZADA;NÃO;1;NÃO;PPYBE;AVIÃO;BOEING COMPANY;737-8AS;JATO;2;BIMOTOR;8;2003;BRASIL;PRESIDENTE JUSCELINO KUBITSCHEK;EDUARDO GOMES;CRUZEIRO;***;NENHUM;0
INCIDENTE;RECIFE;PE;BRASIL;SBRF;06/04/2024;12:10:00;SIM;FINALIZADA;NÃO;1;NÃO;PRGTH;AVIÃO;BOEING;737-8EH;JATO;2;BIMOTOR;194;2006;BRASIL;ANTONIO CARLOS JOBIM / GALEÃO;PRESIDENTE JUSCELINO KUBITSCHEK;SUBIDA;REGULAR;NENHUM;0
INCIDENTE;RECIFE;PE;BRASIL;SBRF;04/04/2024;16:56:00;SIM;FINALIZADA;NÃO;1;NÃO;PRXII;AVIÃO;CESSNA AIRCRAFT;T206H;PISTÃO;1;MONOMOTOR;NULL;NULL;BRASIL;APLIC AVIAÇÃO AGRÍCOLA LTDA;CAMPO GRANDE;POUSO;PRIVADA;LEVE;0
INCIDENTE;MANAUS;AM;BRASIL;SBEG;01/04/2024;08:15:00;SIM;FINALIZADA;NÃO;1;NÃO;PRMHJ;AVIÃO;AIRBUS;A320-214;JATO;2;BIMOTOR;184;2007;BRASIL;HERCÍLIO LUZ;CONGONHAS;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
INCIDENTE;RECIFE;PE;BRASIL;SBRF;04/04/2024;17:56:00;SIM;FINALIZADA;NÃO;1;NÃO;PPWSA;AVIÃO;BOEING COMPANY;737-4Q8;JATO;2;BIMOTOR;5;1994;BRASIL;SANTA GENOVEVA/GOIÂNIA;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;***;NENHUM;0
INCIDENTE GRAVE;NOVA MUTUM;MT;BRASIL;ZZZZ;28/03/2024;19:30:00;SIM;FINALIZADA;NÃO;1;NÃO;PSGPC;AVIÃO;BOEING;737-8 MAX;JATO;2;BIMOTOR;186;2018;BRASIL;PRESIDENTE JUSCELINO KUBITSCHEK;ANTONIO CARLOS JOBIM / GALEÃO;DECOLAGEM;REGULAR;NENHUM;0
INCIDENTE;SÃO PAULO;SP;BRASIL;SBMT;01/04/2024;21:15:00;SIM;FINALIZADA;NÃO;1;NÃO;PRXMA;AVIÃO;BOEING;737-8 MAX;JATO;2;BIMOTOR;196;2018;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;PRESIDENTE JUSCELINO KUBITSCHEK;ESTACIONAMENTO;REGULAR;NENHUM;0
INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBGL;06/04/2024;14:30:00;SIM;FINALIZADA;NÃO;1;NÃO;PRMBU;AVIÃO;AIRBUS;A319-132;JATO;2;BIMOTOR;154;2008;BRASIL;TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO;CONGONHAS;DECOLAGEM;REGULAR;LEVE;0
INCIDENTE;BELÉM;PA;BRASIL;FAER;12/04/2024;15:07:00;SIM;FINALIZADA;NÃO;1;NÃO;PSMNT;AVIÃO;PIPER AIRCRAFT;PA-46-350P;PISTÃO;1;MONOMOTOR;NULL;1994;BRASIL;TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO;SANTA GENOVEVA/GOIÂNIA;CRUZEIRO;PRIVADA;LEVE;0
INCIDENTE;SALVADOR;BA;BRASIL;SBSV;02/04/2024;13:15:00;SIM;FINALIZADA;NÃO;1;NÃO;PRSDQ;AVIÃO;BOEING;737-3M8;JATO;2;BIMOTOR;157;1989;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;GUARARAPES - GILBERTO FREYRE;CRUZEIRO;***;NENHUM;0
INCIDENTE;SALVADOR;BA;BRASIL;SBSV;02/04/2024;19:30:00;SIM;FINALIZADA;NÃO;1;NÃO;PRSLU;AVIÃO;BOEING;737-4Y0;JATO;2;BIMOTOR;5;1992;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;GUARARAPES - GILBERTO FREYRE;POUSO;***;NENHUM;0
INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;25/03/2024;20:30:00;SIM;FINALIZADA;NÃO;1;NÃO;PRXBJ;AVIÃO;AIRBUS S.A.S.;A320-271N;JATO;2;BIMOTOR;0;2022;BRASIL;ALBERTO ALCOLUMBRE;PRESIDENTE JUSCELINO KUBITSCHEK;POUSO;REGULAR;LEVE;0
INCIDENTE;BELÉM;PA;BRASIL;SBBE;03/04/2024;23:28:00;SIM;FINALIZADA;NÃO;1;NÃO;PRLCZ;HELICÓPTERO;SIKORSKY;S-76C;TURBOEIXO;2;BIMOTOR;14;2008;BRASIL;MACAÉ/RIO DE JANEIRO - JOAQUIM DE AZEVEDO MANCEBO;NÃO IDENTIFICADO;ESTACIONAMENTO;TÁXI AÉREO;NENHUM;0
INCIDENTE;PORTO ALEGRE;RS;BRASIL;SBPA;04/04/2024;00:15:00;SIM;FINALIZADA;NÃO;1;NÃO;PTMEO;AVIÃO;CESSNA AIRCRAFT;208B;TURBOÉLICE;1;MONOMOTOR;11;1994;BRASIL;JACAREPAGUÁ;TANCREDO NEVES;SUBIDA;TÁXI AÉREO;NENHUM;0
INCIDENTE;BELÉM;PA;BRASIL;SBBE;04/04/2024;01:15:00;SIM;FINALIZADA;NÃO;1;NÃO;PTRVP;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PISTÃO;2;BIMOTOR;7;1984;BRASIL;JACAREPAGUÁ;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;PUSHBACK;***;NENHUM;0
INCIDENTE;PETROLINA;PE;BRASIL;SBPL;04/04/2024;20:45:00;SIM;FINALIZADA;NÃO;1;NÃO;PSCDV;HELICÓPTERO;LEONARDO S.P.A;AW139;TURBOEIXO;2;BIMOTOR;NULL;2015;BRASIL;MACAÉ/RIO DE JANEIRO - JOAQUIM DE AZEVEDO MANCEBO;FORA DE AERODROMO;ESTACIONAMENTO;TÁXI AÉREO;NENHUM;0
INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;25/03/2024;12:45:00;SIM;FINALIZADA;NÃO;1;NÃO;PTUZF;AVIÃO;EMBRAER;EMB-202A;PISTÃO;1;MONOMOTOR;1;2010;BRASIL;FAZENDA CAMPO ALEGRE;FAZENDA CAMPO ALEGRE;MANOBRA;AGRÍCOLA;SUBSTANCIAL;0
INCIDENTE;PETROLINA;PE;BRASIL;SBPL;03/04/2024;18:15:00;SIM;FINALIZADA;NÃO;1;NÃO;PSBTF;HELICÓPTERO;AGUSTA;AW139;TURBOEIXO;2;BIMOTOR;NULL;2011;BRASIL;SÃO TOMÉ;FORA DE AERODROMO;ESTACIONAMENTO;***;NENHUM;0
INCIDENTE;SALVADOR;BA;BRASIL;SBSV;28/03/2024;16:00:00;SIM;FINALIZADA;NÃO;1;NÃO;PSGPH;AVIÃO;BOEING COMPANY;737-8 MAX;JATO;2;BIMOTOR;NULL;2022;BRASIL;ANTONIO CARLOS JOBIM / GALEÃO;AEROPUERTO INTERNACIONAL MINISTRO PISTARINI;SUBIDA;REGULAR;NENHUM;0
INCIDENTE;BAYEUX;PB;BRASIL;SBJP;03/04/2024;10:37:00;SIM;FINALIZADA;NÃO;1;NÃO;PRLCR;HELICÓPTERO;SIKORSKY AIRCRAFT;S-76C;TURBOEIXO;2;BIMOTOR;14;2006;BRASIL;CABO FRIO;FORA DE AERODROMO;ESTACIONAMENTO;TÁXI AÉREO;NENHUM;0
INCIDENTE;BAYEUX;PB;BRASIL;SBJP;02/04/2024;11:30:00;SIM;FINALIZADA;NÃO;1;NÃO;PRAXT;AVIÃO;EMBRAER;ERJ 190-200 IGW;JATO;2;BIMOTOR;125;2013;BRASIL;ANTONIO CARLOS JOBIM / GALEÃO;TANCREDO NEVES;DECOLAGEM;REGULAR;LEVE;0
INCIDENTE;PARAUAPEBAS;PA;BRASIL;SBCJ;02/04/2024;16:45:00;SIM;FINALIZADA;NÃO;1;NÃO;PRCHQ;HELICÓPTERO;SIKORSKY;S-76C;TURBOEIXO;2;BIMOTOR;15;2008;BRASIL;CABO FRIO;FORA DE AERODROMO;DECOLAGEM;TÁXI AÉREO;NENHUM;0
INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBGL;27/03/2024;19:25:00;SIM;FINALIZADA;NÃO;1;NÃO;PRXMM;AVIÃO;BOEING;737-8 MAX;JATO;2;BIMOTOR;0;2021;BRASIL;ANTONIO CARLOS JOBIM / GALEÃO;EURICO DE AGUIAR SALLES;DECOLAGEM;REGULAR;NENHUM;0
INCIDENTE;NAVEGANTES;SC;BRASIL;SBNF;26/03/2024;09:29:00;SIM;FINALIZADA;NÃO;1;NÃO;PRSDU;AVIÃO;BOEING;737-4B6;JATO;2;BIMOTOR;0;0;BRASIL;TANCREDO NEVES;GOVERNADOR ANDRÉ FRANCO MONTORO;SUBIDA;***;NENHUM;0
INCIDENTE;FOZ DO IGUAÇU;PR;BRASIL;SBFI;27/03/2024;23:40:00;SIM;FINALIZADA;NÃO;1;NÃO;PRGZW;AVIÃO;BOEING;737-86N;JATO;2;BIMOTOR;0;2006;BRASIL;PORTO SEGURO;GOVERNADOR ANDRÉ FRANCO MONTORO;POUSO;REGULAR;NENHUM;0
INCIDENTE;CAMPINAS;SP;BRASIL;SBKP;24/03/2024;11:30:00;SIM;FINALIZADA;NÃO;1;NÃO;PRSDT;AVIÃO;BOEING;737-4B6;JATO;2;BIMOTOR;NULL;1994;BRASIL;DEPUTADO LUÍS EDUARDO MAGALHÃES;ANTONIO CARLOS JOBIM / GALEÃO;ESTACIONAMENTO;***;NENHUM;0
INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;02/04/2024;20:30:00;SIM;FINALIZADA;NÃO;1;NÃO;PRSDU;AVIÃO;BOEING;737-4B6;JATO;2;BIMOTOR;0;0;BRASIL;TANCREDO NEVES;GOVERNADOR ANDRÉ FRANCO MONTORO;APROXIMAÇÃO FINAL;***;NENHUM;0
INCIDENTE;APARECIDA DE GOIÂNIA;GO;BRASIL;SBGO;02/04/2024;14:00:00;SIM;FINALIZADA;NÃO;1;NÃO;PPVDR;AVIÃO;BOMBARDIER;BD-700-1A10;JATO;2;BIMOTOR;19;2008;BRASIL;TANCREDO NEVES;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;CRUZEIRO;PRIVADA;NENHUM;0
INCIDENTE;APARECIDA DE GOIÂNIA;GO;BRASIL;SBGO;03/04/2024;09:45:00;SIM;FINALIZADA;NÃO;1;NÃO;PRGEC;AVIÃO;BOEING;737-7EH;JATO;2;BIMOTOR;156;2011;BRASIL;DEPUTADO LUÍS EDUARDO MAGALHÃES;CONGONHAS;TÁXI;REGULAR;NENHUM;0
INCIDENTE;APARECIDA DE GOIÂNIA;GO;BRASIL;SBGO;01/04/2024;22:45:00;SIM;FINALIZADA;NÃO;1;NÃO;PRXMS;AVIÃO;BOEING COMPANY;737-8 MAX;JATO;2;BIMOTOR;196;2022;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;ESTACIONAMENTO;***;LEVE;0
INCIDENTE;SÃO PAULO;SP;BRASIL;SBMT;02/04/2024;13:45:00;SIM;FINALIZADA;NÃO;1;NÃO;PTOMF;AVIÃO;CESSNA AIRCRAFT;172RG;PISTÃO;1;MONOMOTOR;4;1980;BRASIL;NELSON GARÓFALO;Comandante Rolim Adolfo Amaro;POUSO;PRIVADA;LEVE;0
INCIDENTE;PINDAMONHANGABA;SP;BRASIL;SDZH;20/04/2024;20:00:00;SIM;FINALIZADA;NÃO;1;NÃO;PRCHQ;HELICÓPTERO;SIKORSKY;S-76C;TURBOEIXO;2;BIMOTOR;15;2008;BRASIL;CABO FRIO;FORA DE AERODROMO;ESTACIONAMENTO;TÁXI AÉREO;NENHUM;0
INCIDENTE;RECIFE;PE;BRASIL;SBRF;17/04/2024;04:00:00;SIM;FINALIZADA;NÃO;1;NÃO;PRJPB;AVIÃO;AIR TRACTOR;AT-402B;TURBOÉLICE;1;MONOMOTOR;1;2013;BRASIL;Fazenda Diamantino;Fazenda Diamantino;POUSO;AGRÍCOLA;LEVE;0
INCIDENTE;CUIABÁ;MT;BRASIL;SBCY;13/04/2024;20:30:00;SIM;FINALIZADA;NÃO;1;NÃO;PRTYD;AVIÃO;AIRBUS;A320-214;JATO;2;BIMOTOR;184;2013;BRASIL;CONGONHAS;PRESIDENTE JUSCELINO KUBITSCHEK;CRUZEIRO;REGULAR;NENHUM;0
INCIDENTE;CUIABÁ;MT;BRASIL;FAER;13/04/2024;16:45:00;SIM;FINALIZADA;NÃO;1;NÃO;PRSLU;AVIÃO;BOEING;737-4Y0;JATO;2;BIMOTOR;5;1992;BRASIL;SANTA GENOVEVA/GOIÂNIA;GOVERNADOR ANDRÉ FRANCO MONTORO;CRUZEIRO;***;NENHUM;0
INCIDENTE;PETROLINA;PE;BRASIL;SBPL;02/04/2024;21:15:00;SIM;FINALIZADA;NÃO;1;NÃO;PRGUU;AVIÃO;BOEING;737-8EH;JATO;2;BIMOTOR;199;2012;BRASIL;SANTA MARIA;CONGONHAS;CRUZEIRO;REGULAR;NENHUM;0
INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;FAER;02/04/2024;18:37:00;SIM;FINALIZADA;NÃO;1;NÃO;PTMXH;AVIÃO;AIRBUS;A321-231;JATO;2;BIMOTOR;232;2011;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;VAL DE CANS / JÚLIO CEZAR RIBEIRO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBGL;17/04/2024;02:45:00;SIM;FINALIZADA;NÃO;1;NÃO;PRSLU;AVIÃO;BOEING;737-4Y0;JATO;2;BIMOTOR;5;1992;BRASIL;SANTA GENOVEVA/GOIÂNIA;GOVERNADOR ANDRÉ FRANCO MONTORO;CRUZEIRO;***;NENHUM;0
INCIDENTE;RECIFE;PE;BRASIL;SBRF;17/04/2024;23:00:00;SIM;FINALIZADA;NÃO;1;NÃO;PRSDQ;AVIÃO;BOEING;737-3M8;JATO;2;BIMOTOR;157;1989;BRASIL;EDUARDO GOMES;PRESIDENTE JUSCELINO KUBITSCHEK;ESTACIONAMENTO;***;NENHUM;0
ACIDENTE;SALINÓPOLIS;PA;BRASIL;SNSM;11/04/2024;15:15:00;SIM;ATIVA;NÃO;1;SIM;PRLDV;HELICÓPTERO;SIKORSKY;S-76C;TURBOEIXO;2;BIMOTOR;14;2009;BRASIL;EURICO DE AGUIAR SALLES;FORA DE AERODROMO;TÁXI;TÁXI AÉREO;NENHUM;0
ACIDENTE;PONTE ALTA DO NORTE;SC;BRASIL;NCAD;03/04/2024;16:00:00;SIM;ATIVA;NÃO;1;NÃO;PRYYD;AVIÃO;AIRBUS;A320-251N;JATO;2;BIMOTOR;173;2017;BRASIL;CONGONHAS;GUARARAPES - GILBERTO FREYRE;DESCIDA;REGULAR;NENHUM;0
ACIDENTE;IPIRANGA DO NORTE;MT;BRASIL;FAER;09/04/2024;21:00:00;SIM;ATIVA;NÃO;1;NÃO;PTBKR;AVIÃO;CESSNA AIRCRAFT;150J;PISTÃO;1;MONOMOTOR;2;1969;BRASIL;GOVERNADOR JOSÉ RICHA;GOVERNADOR JOSÉ RICHA;SUBIDA;INSTRUÇÃO;NENHUM;0
ACIDENTE;CAMPO GRANDE;MS;BRASIL;SSKG;18/04/2024;15:40:00;SIM;ATIVA;NÃO;1;NÃO;PRXBM;AVIÃO;AIRBUS S.A.S.;A320-271N;JATO;2;BIMOTOR;189;0;BRASIL;CONGONHAS;REGIONAL HUGO CANTERGIANI;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
ACIDENTE;BRASNORTE;MT;BRASIL;SWZY;12/04/2024;19:15:00;SIM;ATIVA;NÃO;1;NÃO;PRSDL;AVIÃO;BOEING;737-3S3;JATO;2;BIMOTOR;6;1988;BRASIL;GUARARAPES - GILBERTO FREYRE;GOVERNADOR ANDRÉ FRANCO MONTORO;CRUZEIRO;***;NENHUM;0
ACIDENTE;NOVA IGUAÇU DE GOIÁS;GO;BRASIL;NCAD;29/03/2024;18:00:00;SIM;ATIVA;NÃO;1;NÃO;PRSDQ;AVIÃO;BOEING;737-3M8;JATO;2;BIMOTOR;157;1989;BRASIL;PRESIDENTE JUSCELINO KUBITSCHEK;GOVERNADOR ANDRÉ FRANCO MONTORO;CRUZEIRO;***;NENHUM;0
ACIDENTE;PARÁ DE MINAS;MG;BRASIL;SNPA;02/04/2024;13:00:00;SIM;ATIVA;NÃO;1;NÃO;PRGGQ;AVIÃO;BOEING;737-8EH;JATO;2;BIMOTOR;193;2009;BRASIL;PRESIDENTE JOÃO SUASSUNA;DEPUTADO LUÍS EDUARDO MAGALHÃES;TÁXI;REGULAR;NENHUM;0
ACIDENTE;JUNDIAÍ;SP;BRASIL;NIID;28/03/2024;23:45:00;SIM;ATIVA;NÃO;1;NÃO;PRGTH;AVIÃO;BOEING;737-8EH;JATO;2;BIMOTOR;194;2006;BRASIL;CONGONHAS;PRESIDENTE JUSCELINO KUBITSCHEK;POUSO;REGULAR;LEVE;0
ACIDENTE;FORMOSA DO RIO PRETO;BA;BRASIL;SWEB;12/04/2024;20:00:00;SIM;FINALIZADA;SIM;1;NÃO;PSVPA;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A (600);TURBOÉLICE;2;BIMOTOR;77;0;BRASIL;REGIONAL HUGO CANTERGIANI;GOVERNADOR ANDRÉ FRANCO MONTORO;CRUZEIRO;REGULAR;NENHUM;0
ACIDENTE;MANOEL URBANO;AC;BRASIL;SIMB;18/03/2024;16:43:00;SIM;ATIVA;NÃO;1;NÃO;PRSDV;AVIÃO;BOEING;737-4Q8;JATO;2;BIMOTOR;NULL;NULL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;GUARARAPES - GILBERTO FREYRE;CRUZEIRO;***;NENHUM;0
ACIDENTE;FORMOSA DO RIO PRETO;BA;BRASIL;SIZC;03/04/2024;13:50:00;SIM;ATIVA;NÃO;1;NÃO;PRSDF;AVIÃO;BOEING COMPANY;737-3H6;JATO;2;BIMOTOR;8;0;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;GUARARAPES - GILBERTO FREYRE;APROXIMAÇÃO FINAL;***;NENHUM;0
ACIDENTE;ÁGUA AZUL DO NORTE;PA;BRASIL;FAER;01/04/2024;18:15:00;SIM;ATIVA;NÃO;1;SIM;PTTMD;AVIÃO;AIRBUS;A319-132;JATO;2;BIMOTOR;154;2010;BRASIL;TANCREDO NEVES;CONGONHAS;CRUZEIRO;REGULAR;NENHUM;0
ACIDENTE;CATALÃO;GO;BRASIL;FAER;01/04/2024;10:54:00;SIM;ATIVA;NÃO;1;NÃO;PRYXD;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A (600);TURBOÉLICE;2;BIMOTOR;77;2024;BRASIL;ADALBERTO MENDES DA SILVA;AFONSO PENA;POUSO;REGULAR;NENHUM;0
INCIDENTE;EIRUNEPÉ;AM;BRASIL;SWEI;25/03/2024;17:54:00;SIM;FINALIZADA;NÃO;1;NÃO;PRGUL;AVIÃO;BOEING;737-8EH;JATO;2;BIMOTOR;193;2011;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;SALGADO FILHO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
INCIDENTE;SÃO PAULO;SP;BRASIL;SBMT;27/03/2024;14:20:00;SIM;FINALIZADA;NÃO;1;NÃO;PRSDT;AVIÃO;BOEING;737-4B6;JATO;2;BIMOTOR;NULL;1994;BRASIL;ANTONIO CARLOS JOBIM / GALEÃO;GOVERNADOR ANDRÉ FRANCO MONTORO;TÁXI;***;NENHUM;0
